ID,Strand,Circtype,miRNA Binding count,Average free energy,length,GC_content,A_ratio,T_ratio,G_ratio,C_ratio,has_N,Tissue
sample_1397,0,type_0,7,-18.967,250,0.495,0.255,0.25,0.245,0.25,TRUE,label_5
sample_1398,0,type_3,45,-22.178,1572,0.5872,0.2195,0.1934,0.2812,0.306,FALSE,label_5
sample_1399,1,type_2,3,-22.043,250,0.41,0.27,0.32,0.31,0.1,TRUE,label_1
sample_1400,0,type_1,4,-16.614,86,0.3023,0.5116,0.186,0.186,0.1163,FALSE,label_2
sample_1401,1,type_0,31,-18.158,2177,0.3018,0.3578,0.3404,0.1396,0.1621,FALSE,label_0
sample_1402,0,type_0,13,-18.646,250,0.56,0.2,0.24,0.3,0.26,TRUE,label_4
sample_1403,0,type_3,9,-17.185,135,0.4074,0.3926,0.2,0.2074,0.2,FALSE,label_0
sample_1404,1,type_0,3,-19.352,179,0.3575,0.3128,0.3296,0.1955,0.162,FALSE,label_2
sample_1405,0,type_0,9,-17.44,200,0.425,0.365,0.21,0.175,0.25,FALSE,label_4
sample_1406,1,type_3,28,-18.12,1207,0.43,0.3148,0.2552,0.179,0.251,FALSE,label_1
sample_1407,0,type_0,5,-17.508,288,0.4201,0.316,0.2639,0.2118,0.2083,FALSE,label_2
sample_1408,1,type_3,14,-19.676,431,0.4548,0.2715,0.2738,0.2135,0.2413,FALSE,label_1
sample_1409,0,type_0,15,-18.032,368,0.3967,0.3451,0.2582,0.2065,0.1902,FALSE,label_0
sample_1410,1,type_3,12,-19.998,311,0.4598,0.2958,0.2444,0.2026,0.2572,FALSE,label_1
sample_1411,0,type_0,15,-18.418,510,0.4059,0.1706,0.4235,0.1078,0.298,FALSE,label_0
sample_1412,0,type_0,3,-19.272,195,0.4051,0.2821,0.3128,0.2513,0.1538,FALSE,label_4
sample_1413,0,type_3,12,,463,0.4622,0.2009,0.3369,0.2311,0.2311,FALSE,label_1
sample_1414,1,type_0,2,-19.135,211,0.4739,0.2749,0.2512,0.2701,0.2038,FALSE,label_6
sample_1415,0,type_0,2,-17.736,144,0.3403,0.3542,0.3056,0.1597,0.1806,FALSE,label_6
sample_1416,0,type_3,3,-19.04,154,0.5584,0.3052,0.1364,0.3506,0.2078,FALSE,label_2
sample_1417,0,type_0,8,-20.115,218,0.367,0.344,0.289,0.2477,0.1193,FALSE,label_0
sample_1418,0,type_0,1,-15.34,250,0.48,0.315,0.205,0.225,0.255,TRUE,label_0
sample_1419,0,type_0,4,-17.356,66,0.5455,0.0758,0.3788,0.1667,0.3788,FALSE,label_3
sample_1420,0,type_0,6,-20.376,124,0.5887,0.1855,0.2258,0.2581,0.3306,FALSE,label_6
sample_1421,1,type_3,14,-20.043,411,0.5207,0.2676,0.2117,0.2409,0.2798,FALSE,label_1
sample_1422,1,type_0,5,-16.394,282,0.3794,0.266,0.3546,0.3369,0.0426,FALSE,label_1
sample_1423,0,type_0,58,-19.954,2284,0.391,0.2995,0.3095,0.1891,0.2018,FALSE,label_0
sample_1424,0,type_0,2,-21.325,250,0.535,0.235,0.23,0.27,0.265,TRUE,label_3
sample_1425,0,type_0,2,-21.767,78,0.5385,0.2051,0.2564,0.1538,0.3846,FALSE,label_0
sample_1426,1,type_3,51,-20.539,1491,0.5017,0.2502,0.2482,0.2609,0.2408,FALSE,label_1
sample_1427,1,type_1,9,-18.186,352,0.4119,0.2727,0.3153,0.2415,0.1705,FALSE,label_3
sample_1428,1,type_0,7,-21.486,166,0.4518,0.1928,0.3554,0.2169,0.2349,FALSE,label_2
sample_1429,0,type_3,6,-21.29,245,0.5061,0.2694,0.2245,0.2735,0.2327,FALSE,label_1
sample_1430,1,type_0,49,-18.547,1160,0.3569,0.319,0.3241,0.1603,0.1966,FALSE,label_3
sample_1431,0,type_3,7,-18.919,219,0.4795,0.3333,0.1872,0.2603,0.2192,FALSE,label_1
sample_1432,0,type_1,5,-20.323,245,0.3796,0.302,0.3184,0.2327,0.1469,FALSE,label_1
sample_1433,1,type_0,7,-17.637,296,0.3986,0.3142,0.2872,0.1723,0.2264,FALSE,label_4
sample_1434,0,type_1,15,-19.382,713,0.3675,0.3086,0.324,0.1795,0.1879,FALSE,label_5
sample_1435,1,type_3,34,-20.081,1078,0.5529,0.2996,0.1475,0.2384,0.3145,FALSE,label_1
sample_1436,0,type_3,4,-18.711,87,0.5977,0.2874,0.1149,0.3563,0.2414,FALSE,label_4
sample_1437,0,type_0,11,-18.369,250,0.52,0.31,0.17,0.255,0.265,TRUE,label_6
sample_1438,0,type_4,17,-20.268,638,0.5596,0.2476,0.1928,0.2727,0.2868,FALSE,label_3
sample_1439,1,type_0,1,-20.41,250,0.47,0.365,0.165,0.21,0.26,TRUE,label_1
sample_1440,0,type_0,46,-18.463,2005,0.3337,0.3207,0.3456,0.1546,0.1791,FALSE,label_3
sample_1441,0,type_0,16,-20.005,888,0.3063,0.3435,0.3502,0.1464,0.1599,FALSE,label_3
sample_1442,0,type_3,18,-19.471,348,0.4971,0.2443,0.2586,0.2529,0.2443,FALSE,label_1
sample_1443,1,type_0,5,-17.18,225,0.4089,0.3022,0.2889,0.1511,0.2578,FALSE,label_6
sample_1444,0,type_3,32,-19.072,591,0.5178,0.291,0.1912,0.2623,0.2555,FALSE,label_1
sample_1445,0,type_0,15,-18.161,1725,0.4377,0.4029,0.1594,0.2226,0.2151,FALSE,label_0
sample_1446,1,type_0,16,-18.505,481,0.4428,0.2495,0.3077,0.2121,0.2308,FALSE,label_3
sample_1447,0,type_3,2,-20.41,78,0.4615,0.2564,0.2821,0.141,0.3205,FALSE,label_1
sample_1448,0,type_0,76,-19.312,2759,0.415,0.2903,0.2947,0.2196,0.1954,FALSE,label_0
sample_1449,0,type_3,34,-19.83,956,0.5659,0.25,0.1841,0.2856,0.2803,FALSE,label_3
sample_1450,0,type_0,5,-20.206,147,0.585,0.068,0.3469,0.3605,0.2245,FALSE,label_2
sample_1451,1,type_3,19,-19.611,550,0.4727,0.2636,0.2636,0.2473,0.2255,FALSE,label_2
sample_1452,1,type_3,40,-20.481,1245,0.5157,0.2643,0.2201,0.2458,0.2699,FALSE,label_1
sample_1453,1,type_3,22,-18.663,913,0.506,0.2749,0.2191,0.2683,0.2377,FALSE,label_1
sample_1454,0,type_1,3,-22.257,167,0.3713,0.3713,0.2575,0.2036,0.1677,FALSE,label_2
sample_1455,1,type_0,12,-19.03,266,0.4211,0.297,0.282,0.2368,0.1842,FALSE,label_0
sample_1456,1,type_0,13,-17.769,879,0.3402,0.3424,0.3174,0.1627,0.1775,FALSE,label_2
sample_1457,1,type_0,5,-18.756,250,0.335,0.325,0.34,0.13,0.205,TRUE,label_5
sample_1458,0,type_3,16,-18.019,367,0.485,0.248,0.267,0.2698,0.2153,FALSE,label_0
sample_1459,0,type_0,14,-18.419,276,0.3949,0.3007,0.3043,0.163,0.2319,FALSE,label_2
sample_1460,1,type_3,29,-20.314,726,0.5317,0.2617,0.2066,0.2397,0.292,FALSE,label_1
sample_1461,1,type_0,5,-18.847,220,0.3455,0.3682,0.2864,0.1636,0.1818,FALSE,label_6
sample_1462,0,type_3,58,-19.741,1667,0.5111,0.2537,0.2352,0.2699,0.2412,FALSE,label_1
sample_1463,1,type_3,7,-18.771,314,0.551,0.2229,0.2261,0.2994,0.2516,FALSE,label_1
sample_1464,0,type_0,1,-17.69,250,0.555,0.15,0.295,0.235,0.32,TRUE,label_3
sample_1465,0,type_2,2,-20.945,250,0.495,0.235,0.27,0.2,0.295,TRUE,label_4
sample_1466,1,type_0,24,-17.546,1806,0.2868,0.3898,0.3234,0.1323,0.1545,FALSE,label_0
sample_1467,1,type_3,31,-19.322,743,0.4953,0.2719,0.2328,0.2503,0.245,FALSE,label_1
sample_1468,0,type_0,2,-21.5,250,0.45,0.255,0.295,0.27,0.18,TRUE,label_0
sample_1469,0,type_3,10,-19.262,242,0.5289,0.2231,0.2479,0.2397,0.2893,FALSE,label_4
sample_1470,1,type_0,15,-17.843,472,0.4131,0.2648,0.322,0.3686,0.0445,FALSE,label_3
sample_1471,0,type_0,13,-18.009,343,0.4257,0.2886,0.2857,0.2536,0.172,FALSE,label_0
sample_1472,1,type_0,47,-18.693,1514,0.3382,0.3085,0.3534,0.1684,0.1697,FALSE,label_4
sample_1473,0,type_0,1,-21.26,250,0.48,0.3,0.22,0.225,0.255,TRUE,label_1
sample_1474,0,type_0,6,-20.81,278,0.6151,0.1799,0.205,0.3094,0.3058,FALSE,label_2
sample_1475,1,type_3,5,-17.177,184,0.4348,0.413,0.1522,0.212,0.2228,FALSE,label_0
sample_1476,0,type_0,15,-16.062,176,0.4659,0.233,0.3011,0.2614,0.2045,FALSE,label_2
sample_1477,0,type_0,8,-19.619,238,0.3866,0.1891,0.4244,0.2101,0.1765,FALSE,label_5
sample_1478,1,type_3,12,-17.55,214,0.3738,0.2944,0.3318,0.1542,0.2196,FALSE,label_0
sample_1479,0,type_3,24,-21.644,474,0.5675,0.2257,0.2068,0.27,0.2975,FALSE,label_1
sample_1480,1,type_2,59,-18.83,1495,0.4669,0.2615,0.2716,0.2074,0.2595,FALSE,label_1
sample_1481,1,type_0,58,-18.612,2506,0.3328,0.2973,0.3699,0.1528,0.18,FALSE,label_2
sample_1482,0,type_3,17,-19.953,782,0.5742,0.2033,0.2225,0.2583,0.3159,FALSE,label_1
sample_1483,1,type_0,4,-17.5,265,0.3962,0.2981,0.3057,0.2226,0.1736,FALSE,label_1
sample_1484,0,type_0,12,-19.631,228,0.5614,0.2061,0.2325,0.307,0.2544,FALSE,label_4
sample_1485,0,type_0,3,-22.355,79,0.5696,0.1646,0.2658,0.2911,0.2785,FALSE,label_3
sample_1486,1,type_3,5,-17.872,156,0.4808,0.1667,0.3526,0.2756,0.2051,FALSE,label_2
sample_1487,0,type_0,22,-16.75,112,0.4554,0.2321,0.3125,0.3482,0.1071,FALSE,label_0
sample_1488,1,type_0,3,-18.276,182,0.4945,0.2692,0.2363,0.1868,0.3077,FALSE,label_2
sample_1489,0,type_0,104,-19.171,2652,0.4597,0.2451,0.2952,0.2376,0.2221,FALSE,label_0
sample_1490,1,type_3,51,-18.357,1187,0.4844,0.2713,0.2443,0.2519,0.2325,FALSE,label_1
sample_1491,0,type_0,5,-20.007,195,0.5846,0.241,0.1744,0.3128,0.2718,FALSE,label_4
sample_1492,1,type_0,7,-19.206,129,0.6279,0.1938,0.1783,0.2558,0.3721,FALSE,label_2
sample_1493,0,type_0,3,-21.53,244,0.5369,0.3115,0.1516,0.0943,0.4426,FALSE,label_0
sample_1494,0,type_0,8,-20.973,353,0.3881,0.3371,0.2748,0.2351,0.153,FALSE,label_0
sample_1495,1,type_0,14,-18.51,247,0.4291,0.2713,0.2996,0.2267,0.2024,FALSE,label_1
sample_1496,1,type_3,19,-17.751,505,0.4752,0.2554,0.2693,0.2535,0.2218,FALSE,label_1
sample_1497,1,type_1,40,-19.709,725,0.4966,0.2841,0.2193,0.1931,0.3034,FALSE,label_2
sample_1498,1,type_0,3,-23.07,179,0.5419,0.0838,0.3743,0.162,0.3799,FALSE,label_5
sample_1499,1,type_1,27,-19.604,746,0.4062,0.2708,0.3231,0.1957,0.2105,FALSE,label_2
sample_1500,0,type_3,10,-20.317,329,0.5441,0.2675,0.1884,0.2827,0.2614,FALSE,label_1
sample_1501,0,type_0,14,-17.637,709,0.3202,0.3893,0.2906,0.1594,0.1608,FALSE,label_1
sample_1502,1,type_0,33,-17.56,1370,0.3394,0.3453,0.3153,0.1672,0.1723,FALSE,label_6
sample_1503,1,type_0,1,-17.71,150,0.3867,0.5533,0.06,0.0867,0.3,FALSE,label_5
sample_1504,1,type_0,1,-21.27,125,0.528,0.232,0.24,0.192,0.336,FALSE,label_0
sample_1505,0,type_3,5,-20.724,252,0.4365,0.3611,0.2024,0.2341,0.2024,FALSE,label_3
sample_1506,0,type_0,2,-20.793,72,0.4444,0.1528,0.4028,0.1528,0.2917,FALSE,label_2
sample_1507,1,type_3,29,-19.684,854,0.4461,0.3091,0.2447,0.2342,0.2119,FALSE,label_0
sample_1508,0,type_0,10,-18.598,558,0.3799,0.2168,0.4032,0.1971,0.1828,FALSE,label_5
sample_1509,0,type_0,5,-18.848,386,0.456,0.0751,0.4689,0.1528,0.3031,FALSE,label_5
sample_1510,1,type_0,11,-18.914,285,0.3825,0.3789,0.2386,0.1789,0.2035,FALSE,label_0
sample_1511,0,type_3,2,-22.38,250,0.42,0.36,0.22,0.235,0.185,TRUE,label_1
sample_1512,0,type_0,39,-19.76,2438,0.3864,0.3179,0.2957,0.1973,0.1891,FALSE,label_5
sample_1513,1,type_0,4,-22.844,398,0.3769,0.3417,0.2814,0.1583,0.2186,FALSE,label_0
sample_1514,0,type_0,9,-19.05,133,0.4887,0.1429,0.3684,0.0977,0.391,FALSE,label_0
sample_1515,0,type_0,1,-20.17,250,0.49,0.21,0.3,0.19,0.3,TRUE,label_5
sample_1516,1,type_3,14,-19.361,190,0.4789,0.2842,0.2368,0.1947,0.2842,FALSE,label_2
sample_1517,0,type_1,14,-18.278,722,0.3837,0.2895,0.3269,0.1745,0.2091,FALSE,label_0
sample_1518,0,type_1,4,-17.165,68,0.3971,0.2353,0.3676,0.3382,0.0588,FALSE,label_0
sample_1519,1,type_3,7,-19.658,168,0.4762,0.2917,0.2321,0.2262,0.25,FALSE,label_1
sample_1520,0,type_3,9,-18.834,766,0.4399,0.2637,0.2963,0.2063,0.2337,FALSE,label_0
sample_1521,1,type_0,3,-23.297,223,0.3498,0.2601,0.3901,0.1839,0.1659,FALSE,label_2
sample_1522,1,type_0,2,-15.415,250,0.505,0.2,0.295,0.28,0.225,TRUE,label_0
sample_1523,1,type_2,2,-18.09,250,0.365,0.305,0.33,0.16,0.205,TRUE,label_1
sample_1524,0,type_3,36,-21.412,905,0.5768,0.2354,0.1878,0.2265,0.3503,FALSE,label_1
sample_1525,0,type_3,4,-18.34,90,0.3667,0.3,0.3333,0.2444,0.1222,FALSE,label_6
sample_1526,0,type_0,28,-20.43,693,0.5152,0.2453,0.2395,0.254,0.2612,FALSE,label_6
sample_1527,1,type_0,9,-20.742,250,0.45,0.26,0.29,0.285,0.165,TRUE,label_0
sample_1528,1,type_3,2,-18.76,354,0.4237,0.3559,0.2203,0.2175,0.2062,FALSE,label_5
sample_1529,1,type_0,3,-19.673,255,0.3412,0.3255,0.3333,0.1765,0.1647,FALSE,label_2
sample_1530,0,type_4,2,-15.825,250,0.405,0.27,0.325,0.235,0.17,TRUE,label_1
sample_1531,1,type_0,35,-20.587,1019,0.4485,0.3288,0.2228,0.2493,0.1992,FALSE,label_5
sample_1532,0,type_4,2,-20.51,250,0.48,0.34,0.18,0.27,0.21,TRUE,label_1
sample_1533,0,type_0,5,-18.054,250,0.54,0.3,0.16,0.28,0.26,TRUE,label_1
sample_1534,0,type_0,41,-18.71,2813,0.3633,0.3548,0.2819,0.1717,0.1916,FALSE,label_0
sample_1535,0,type_0,30,-18.281,921,0.4115,0.2139,0.3746,0.2106,0.2009,FALSE,label_5
sample_1536,0,type_0,26,-19.133,719,0.5535,0.2378,0.2086,0.2142,0.3394,FALSE,label_2
sample_1537,1,type_0,38,-18.541,1346,0.3536,0.3425,0.3039,0.1627,0.1909,FALSE,label_0
sample_1538,1,type_0,2,-24.11,250,0.55,0.21,0.24,0.205,0.345,TRUE,label_1
sample_1539,1,type_3,13,-19.743,464,0.5496,0.2608,0.1897,0.2694,0.2802,FALSE,label_1
sample_1540,0,type_1,1,-16.81,267,0.2135,0.5468,0.2397,0.1124,0.1011,FALSE,label_5
sample_1541,1,type_0,2,-19.17,91,0.4505,0.1978,0.3516,0.1538,0.2967,FALSE,label_3
sample_1542,1,type_0,2,-20.9,80,0.4625,0.25,0.2875,0.275,0.1875,FALSE,label_3
sample_1543,0,type_0,2,-15.875,181,0.3702,0.3757,0.2541,0.1989,0.1713,FALSE,label_4
sample_1544,0,type_0,5,-20.96,407,0.4152,0.2285,0.3563,0.2064,0.2088,FALSE,label_5
sample_1545,0,type_0,1,-21.29,89,0.427,0.1573,0.4157,0.2472,0.1798,FALSE,label_3
sample_1546,1,type_0,5,-19.779,194,0.4588,0.299,0.2423,0.2216,0.2371,FALSE,label_6
sample_1547,0,type_1,52,-17.811,2390,0.3586,0.3205,0.3209,0.1778,0.1808,FALSE,label_2
sample_1548,1,type_0,7,-19.239,280,0.5286,0.175,0.2964,0.2571,0.2714,FALSE,label_4
sample_1549,0,type_0,27,-19.101,942,0.3832,0.2972,0.3195,0.1964,0.1868,FALSE,label_2
sample_1550,0,type_0,12,-18.014,421,0.4062,0.2494,0.3444,0.3777,0.0285,FALSE,label_3
sample_1551,1,type_3,7,-19,260,0.5269,0.2731,0.2,0.1885,0.3385,FALSE,label_1
sample_1552,1,type_0,19,-20.946,554,0.4964,0.2599,0.2437,0.3087,0.1877,FALSE,label_0
sample_1553,1,type_4,2,-18.745,250,0.42,0.38,0.2,0.235,0.185,TRUE,label_1
sample_1554,1,type_3,20,-20.957,849,0.4688,0.318,0.2132,0.2238,0.245,FALSE,label_1
sample_1555,1,type_1,13,-18.434,295,0.3898,0.3051,0.3051,0.1695,0.2203,FALSE,label_2
sample_1556,0,type_0,2,-16.25,135,0.4148,0.1926,0.3926,0.1259,0.2889,FALSE,label_0
sample_1557,0,type_0,13,-20.002,475,0.5116,0.2042,0.2842,0.2168,0.2947,FALSE,label_6
sample_1558,0,type_0,2,-18.38,63,0.6032,0.2698,0.127,0.2698,0.3333,FALSE,label_6
sample_1559,0,type_0,18,-18.265,585,0.359,0.3043,0.3368,0.1692,0.1897,FALSE,label_5
sample_1560,1,type_3,71,-20.332,2025,0.5225,0.2578,0.2198,0.2672,0.2553,FALSE,label_1
sample_1561,1,type_0,7,-17.639,401,0.419,0.3117,0.2693,0.2095,0.2095,FALSE,label_4
sample_1562,0,type_0,16,-21.869,249,0.3815,0.2851,0.3333,0.1647,0.2169,FALSE,label_4
sample_1563,1,type_0,9,-18.604,320,0.3969,0.2844,0.3187,0.2125,0.1844,FALSE,label_2
sample_1564,0,type_3,47,-19.692,1886,0.4491,0.3616,0.1893,0.2423,0.2068,FALSE,label_0
sample_1565,0,type_0,1,-18.29,250,0.38,0.365,0.255,0.175,0.205,TRUE,label_1
sample_1566,1,type_0,11,-19.112,314,0.4522,0.207,0.3408,0.2611,0.1911,FALSE,label_2
sample_1567,0,type_0,1,-17.35,250,0.465,0.26,0.275,0.16,0.305,TRUE,label_6
sample_1568,1,type_1,5,-17.618,82,0.439,0.4024,0.1585,0.3415,0.0976,FALSE,label_1
sample_1569,1,type_0,4,-16.317,176,0.2898,0.392,0.3182,0.1591,0.1307,FALSE,label_4
sample_1570,0,type_3,14,-17.039,1077,0.2795,0.3937,0.3268,0.1337,0.1458,FALSE,label_5
sample_1571,0,type_3,15,-20.137,437,0.4828,0.2975,0.2197,0.2426,0.2403,FALSE,label_1
sample_1572,1,type_0,15,-20.456,251,0.5458,0.1873,0.2669,0.2151,0.3307,FALSE,label_4
sample_1573,0,type_0,64,-18.654,2118,0.3905,0.2823,0.3272,0.2153,0.1752,FALSE,label_1
sample_1574,1,type_3,9,-18.953,221,0.4751,0.3258,0.1991,0.2353,0.2398,FALSE,label_1
sample_1575,1,type_0,7,-19.347,301,0.505,0.2425,0.2525,0.3488,0.1561,FALSE,label_0
sample_1576,1,type_3,38,-19.035,1596,0.4417,0.344,0.2143,0.2018,0.24,FALSE,label_1
sample_1577,0,type_0,14,-25.755,319,0.5078,0.2665,0.2257,0.2445,0.2633,FALSE,label_0
sample_1578,0,type_0,2,-20.087,220,0.4364,0.4,0.1636,0.3136,0.1227,FALSE,label_2
sample_1579,0,type_3,38,-19.35,1473,0.4358,0.3103,0.2539,0.2193,0.2166,FALSE,label_2
sample_1580,0,type_0,1,-18.07,198,0.4646,0.2424,0.2929,0.1263,0.3384,FALSE,label_4
sample_1581,1,type_3,76,-19.495,2328,0.4936,0.2998,0.2066,0.2242,0.2693,FALSE,label_1
sample_1582,0,type_0,10,-19.529,616,0.3653,0.3166,0.3182,0.1591,0.2062,FALSE,label_0
sample_1583,0,type_3,5,-21.518,383,0.4752,0.3316,0.1932,0.2454,0.2298,FALSE,label_1
sample_1584,1,type_4,3,-18.567,222,0.527,0.2342,0.2387,0.3063,0.2207,FALSE,label_2
sample_1585,1,type_0,6,-21.242,257,0.6148,0.1868,0.1984,0.3619,0.2529,FALSE,label_3
sample_1586,1,type_0,9,-19.023,189,0.4709,0.2381,0.291,0.2381,0.2328,FALSE,label_4
sample_1587,0,type_0,4,-19.098,250,0.485,0.36,0.155,0.19,0.295,TRUE,label_0
sample_1588,1,type_0,4,-19.1,349,0.4212,0.3266,0.2521,0.1805,0.2407,FALSE,label_6
sample_1589,0,type_0,12,-18.267,432,0.4097,0.3773,0.213,0.1065,0.3032,FALSE,label_1
sample_1590,0,type_0,2,-20.497,122,0.4426,0.3607,0.1967,0.2131,0.2295,FALSE,label_4
sample_1591,1,type_0,19,-19.842,1070,0.4037,0.314,0.2822,0.1804,0.2234,FALSE,label_2
sample_1592,0,type_0,48,-19.329,2443,0.3455,0.3389,0.3156,0.1862,0.1592,FALSE,label_2
sample_1593,1,type_3,8,-19.339,224,0.5223,0.2768,0.2009,0.2902,0.2321,FALSE,label_1
sample_1594,1,type_0,3,-21.177,250,0.5,0.245,0.255,0.21,0.29,TRUE,label_0
sample_1595,0,type_0,16,-18.599,363,0.4298,0.2948,0.2755,0.2507,0.1791,FALSE,label_4
sample_1596,1,type_3,2,-20.765,81,0.4074,0.4691,0.1235,0.284,0.1235,FALSE,label_1
sample_1597,0,type_0,3,-20.78,250,0.455,0.3,0.245,0.22,0.235,TRUE,label_4
sample_1598,0,type_0,49,-18.603,2901,0.3237,0.3399,0.3364,0.1599,0.1637,FALSE,label_0
sample_1599,1,type_3,25,-18.641,519,0.4875,0.2601,0.2524,0.2832,0.2042,FALSE,label_2
sample_1600,1,type_0,18,-19.447,415,0.4916,0.294,0.2145,0.1855,0.306,FALSE,label_4
sample_1601,0,type_0,4,-18.59,291,0.5258,0.2474,0.2268,0.2921,0.2337,FALSE,label_2
sample_1602,1,type_0,4,-22.93,294,0.4558,0.2415,0.3027,0.1905,0.2653,FALSE,label_3
sample_1603,0,type_3,19,-19.224,429,0.4918,0.2867,0.2214,0.2657,0.2261,FALSE,label_1
sample_1604,0,type_2,5,-19.538,250,0.62,0.2,0.18,0.3,0.32,TRUE,label_0
sample_1605,0,type_0,6,-17.855,2649,0.4778,0.2621,0.2601,0.2338,0.244,TRUE,label_0
sample_1606,1,type_0,1,-17.59,250,0.415,0.27,0.315,0.205,0.21,TRUE,label_0
sample_1607,1,type_0,7,-18.986,241,0.4979,0.278,0.2241,0.332,0.166,FALSE,label_3
sample_1608,1,type_3,34,-21.834,723,0.4924,0.2642,0.2434,0.231,0.2614,FALSE,label_1
sample_1609,0,type_0,15,-20.159,269,0.5056,0.197,0.2974,0.3457,0.1599,FALSE,label_0
sample_1610,0,type_3,18,-20.94,565,0.485,0.2708,0.2442,0.2389,0.246,FALSE,label_1
sample_1611,1,type_0,2,-16.21,250,0.43,0.25,0.32,0.17,0.26,TRUE,label_0
sample_1612,0,type_0,54,-18.622,2456,0.3587,0.3306,0.3107,0.1808,0.1779,FALSE,label_2
sample_1613,0,type_3,9,-20.338,377,0.443,0.2918,0.2653,0.2387,0.2042,FALSE,label_1
sample_1614,1,type_1,1,-17.69,250,0.445,0.31,0.245,0.235,0.21,TRUE,label_1
sample_1615,0,type_0,4,-18.192,337,0.3116,0.3383,0.3501,0.1454,0.1662,FALSE,label_2
sample_1616,0,type_4,81,-18.918,2583,0.4286,0.2698,0.3016,0.2455,0.1831,FALSE,label_1
sample_1617,0,type_0,74,-19.879,2404,0.3968,0.2775,0.3257,0.1826,0.2142,FALSE,label_1
sample_1618,1,type_0,78,-18.328,2945,0.398,0.3212,0.2808,0.1756,0.2224,FALSE,label_6
sample_1619,0,type_1,5,-19.182,222,0.3964,0.3333,0.2703,0.1982,0.1982,FALSE,label_2
sample_1620,0,type_0,4,-16.068,291,0.323,0.3436,0.3333,0.1546,0.1684,FALSE,label_1
sample_1621,0,type_0,46,-18.472,1574,0.3818,0.3234,0.2948,0.1855,0.1963,FALSE,label_6
sample_1622,0,type_0,27,-18.004,2297,0.209,0.4075,0.3835,0.0871,0.1219,FALSE,label_0
sample_1623,0,type_0,6,-20.644,140,0.4786,0.2571,0.2643,0.2286,0.25,FALSE,label_4
sample_1624,0,type_3,11,-21.02,247,0.5709,0.1781,0.251,0.2551,0.3158,FALSE,label_0
sample_1625,1,type_3,5,-19.934,126,0.6032,0.1984,0.1984,0.2937,0.3095,FALSE,label_3
sample_1626,1,type_0,7,-22.957,149,0.4362,0.2953,0.2685,0.302,0.1342,FALSE,label_3
sample_1627,0,type_4,62,-19.134,1410,0.3631,0.295,0.3418,0.1844,0.1787,FALSE,label_1
sample_1628,0,type_0,9,-20.715,177,0.4181,0.2655,0.3164,0.226,0.1921,FALSE,label_2
sample_1629,1,type_0,64,-18.619,2354,0.3709,0.3309,0.2982,0.1856,0.1852,FALSE,label_2
sample_1630,1,type_3,9,-21.589,315,0.6095,0.2254,0.1651,0.2762,0.3333,FALSE,label_1
sample_1631,1,type_3,3,-18.606,196,0.5816,0.2551,0.1633,0.3469,0.2347,FALSE,label_4
sample_1632,0,type_0,17,-18.97,339,0.3894,0.1858,0.4248,0.3304,0.059,FALSE,label_3
sample_1633,0,type_0,5,-16.126,250,0.42,0.315,0.265,0.225,0.195,TRUE,label_6
sample_1634,0,type_4,32,-20.259,857,0.5344,0.2789,0.1867,0.2404,0.294,FALSE,label_1
sample_1635,1,type_0,3,-17.43,210,0.381,0.4429,0.1762,0.2524,0.1286,FALSE,label_4
sample_1636,1,type_3,52,-19.991,1991,0.4525,0.3245,0.223,0.1753,0.2772,FALSE,label_1
sample_1637,0,type_2,1,-17.33,250,0.52,0.22,0.26,0.265,0.255,TRUE,label_3
sample_1638,1,type_3,16,-18.899,793,0.4199,0.3203,0.2598,0.227,0.1929,FALSE,label_1
sample_1639,1,type_0,2,-20.61,250,0.6,0.19,0.21,0.32,0.28,TRUE,label_5
sample_1640,1,type_3,3,-20.393,170,0.4824,0.2235,0.2941,0.2353,0.2471,FALSE,label_6
sample_1641,0,type_0,4,-17.765,184,0.5652,0.1087,0.3261,0.2989,0.2663,FALSE,label_3
sample_1642,0,type_0,7,-18.596,514,0.3872,0.2296,0.3833,0.1965,0.1907,FALSE,label_5
sample_1643,1,type_0,18,-17.842,281,0.3594,0.3559,0.2847,0.2313,0.1281,FALSE,label_2
sample_1644,0,type_0,4,-19.247,155,0.4968,0.4516,0.0516,0.3161,0.1806,FALSE,label_5
sample_1645,0,type_1,6,-20.911,365,0.5041,0.1589,0.337,0.0658,0.4384,FALSE,label_2
sample_1646,0,type_1,9,-17.561,687,0.3013,0.329,0.3697,0.1426,0.1587,FALSE,label_0
sample_1647,0,type_0,28,-17.891,895,0.419,0.2123,0.3687,0.2156,0.2034,FALSE,label_5
sample_1648,0,type_0,4,-18.471,101,0.5743,0.2475,0.1782,0.3762,0.198,FALSE,label_3
sample_1649,1,type_0,2,-17.86,249,0.3293,0.3133,0.3574,0.1205,0.2088,FALSE,label_0
sample_1650,1,type_3,3,-19.097,205,0.5317,0.3122,0.1561,0.1659,0.3659,FALSE,label_2
sample_1651,0,type_0,6,-20.301,366,0.4481,0.4344,0.1175,0.0874,0.3607,FALSE,label_0
sample_1652,1,type_2,23,-18.622,1299,0.3549,0.3657,0.2794,0.1647,0.1901,FALSE,label_1
sample_1653,1,type_1,79,-19.223,2132,0.4034,0.2932,0.3035,0.2092,0.1942,FALSE,label_2
